signal_id,signal_type,signal_status,leading_pedestrian_interval,council_district,location
4092,PHB,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.763326, 30.273712]}"
1093,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.785284, 30.172955]}"
1176,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.733959, 30.145577]}"
961,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.722054, 30.411676]}"
1119,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.642179, 30.406256]}"
1141,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.866404, 30.249853]}"
1143,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.861407, 30.241201]}"
1145,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.69781, 30.222618]}"
705,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.722061, 30.172449]}"
710,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.839897, 30.237061]}"
4019,PHB,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.741165, 30.429413]}"
1192,TRAFFIC,DESIGN,False,0,"{'type': 'Point', 'coordinates': [-97.71085, 30.387521]}"
382,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.741653, 30.233851]}"
711,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.839798, 30.236157]}"
432,TRAFFIC,TURNED_ON,False,"5, 8","{'type': 'Point', 'coordinates': [-97.849793, 30.18355]}"
434,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.841698, 30.223387]}"
4132,PHB,READY FOR DESIGN,False,4,"{'type': 'Point', 'coordinates': [-97.710269, 30.377143]}"
136,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.735786, 30.260996]}"
901,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.803871, 30.225609]}"
131,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.752525, 30.270962]}"
132,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.74614, 30.259111]}"
133,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.748428, 30.258638]}"
135,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.736763, 30.261231]}"
138,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.746872, 30.257143]}"
570,TRAFFIC,TURNED_ON,False,"5, 2","{'type': 'Point', 'coordinates': [-97.790932, 30.167196]}"
134,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.750069, 30.258383]}"
57,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.732887, 30.293849]}"
142,TRAFFIC,TURNED_ON,True,"3, 9","{'type': 'Point', 'coordinates': [-97.752525, 30.241852]}"
4126,PHB,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.707672, 30.291516]}"
851,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.696091, 30.28373]}"
1154,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.64433, 30.158954]}"
4026,PHB,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.705032, 30.313036]}"
626,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.662689, 30.316633]}"
651,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.689026, 30.321919]}"
670,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.661362, 30.318695]}"
714,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.712044, 30.336659]}"
149,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.744568, 30.263382]}"
156,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.7621, 30.238203]}"
168,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.715736, 30.302624]}"
420,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.856888, 30.15267]}"
446,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.753136, 30.353413]}"
243,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.74736, 30.275765]}"
246,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.743034, 30.274534]}"
459,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.714012, 30.390858]}"
759,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.739288, 30.398958]}"
761,TRAFFIC,TURNED_ON,False,"5, 8","{'type': 'Point', 'coordinates': [-97.842285, 30.195334]}"
466,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.725624, 30.392347]}"
785,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.653183, 30.282768]}"
802,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.623352, 30.330805]}"
807,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.715241, 30.425467]}"
523,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.742523, 30.400265]}"
344,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.744682, 30.193985]}"
346,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.7342, 30.265636]}"
1114,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.71027, 30.202031]}"
4151,PHB,CONSTRUCTION,False,"4, 1","{'type': 'Point', 'coordinates': [-97.694196, 30.322975]}"
609,TRAFFIC,TURNED_ON,False,"10, 6","{'type': 'Point', 'coordinates': [-97.746445, 30.419102]}"
359,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.659927, 30.455954]}"
568,TRAFFIC,TURNED_ON,True,1,"{'type': 'Point', 'coordinates': [-97.687019, 30.278984]}"
13,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.73159, 30.330872]}"
652,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.688927, 30.320869]}"
73,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.735016, 30.364672]}"
93,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.735535, 30.358307]}"
94,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.738266, 30.359753]}"
99,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.746895, 30.361765]}"
494,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.715851, 30.407818]}"
204,TRAFFIC,TURNED_ON,False,"5, 2","{'type': 'Point', 'coordinates': [-97.799553, 30.172455]}"
117,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.752281, 30.275017]}"
161,TRAFFIC,TURNED_ON,False,"1, 3","{'type': 'Point', 'coordinates': [-97.690422, 30.273562]}"
181,TRAFFIC,TURNED_ON,True,"4, 7","{'type': 'Point', 'coordinates': [-97.722069, 30.351978]}"
4055,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.725366, 30.231272]}"
4072,PHB,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.726981, 30.354272]}"
729,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.714973, 30.246029]}"
4098,PHB,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.74322, 30.198491]}"
4099,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.71402, 30.247615]}"
4135,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.697583, 30.27254]}"
742,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.745155, 30.265602]}"
4146,PHB,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.639144, 30.296734]}"
455,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.690582, 30.413233]}"
878,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.63945, 30.203194]}"
886,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.727768, 30.227459]}"
887,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.713356, 30.188358]}"
268,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.735771, 30.270227]}"
794,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.822525, 30.236431]}"
894,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.724297, 30.225657]}"
487,TRAFFIC,TURNED_ON,True,"1, 9","{'type': 'Point', 'coordinates': [-97.701302, 30.287537]}"
930,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.735733, 30.231491]}"
280,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.749115, 30.264656]}"
1016,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.89962, 30.182062]}"
1026,TRAFFIC,TURNED_ON,True,,"{'type': 'Point', 'coordinates': [-97.592915, 30.497502]}"
1027,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.600296, 30.49728]}"
1037,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.792124, 30.149564]}"
1058,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.78745, 30.169798]}"
507,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.747688, 30.22349]}"
1074,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.707788, 30.443568]}"
1127,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.730086, 30.14523]}"
301,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.745201, 30.268717]}"
1086,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.734826, 30.263802]}"
226,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.740837, 30.277298]}"
235,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.765732, 30.23241]}"
534,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.716591, 30.205563]}"
329,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.757126, 30.272749]}"
553,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.710297, 30.215042]}"
333,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.763954, 30.235273]}"
962,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.762993, 30.342556]}"
1184,TRAFFIC,DESIGN,False,3,"{'type': 'Point', 'coordinates': [-97.733703, 30.230921]}"
665,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.731316, 30.447304]}"
1153,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.648526, 30.160992]}"
373,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.860153, 30.168459]}"
827,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.845512, 30.394526]}"
375,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.860077, 30.161558]}"
1190,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.73356, 30.247473]}"
913,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.813118, 30.382252]}"
928,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.841827, 30.392931]}"
399,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.783821, 30.203835]}"
66,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.74025, 30.289755]}"
100,TRAFFIC,TURNED_ON,True,"4, 7","{'type': 'Point', 'coordinates': [-97.723229, 30.352511]}"
159,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.693863, 30.260094]}"
207,TRAFFIC,TURNED_ON,True,5,"{'type': 'Point', 'coordinates': [-97.822587, 30.176001]}"
160,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.695511, 30.26561]}"
938,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.779, 30.341]}"
174,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.692543, 30.253723]}"
834,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.669411, 30.28631]}"
846,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.754684, 30.394812]}"
867,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.789223, 30.463852]}"
895,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.791496, 30.494162]}"
937,TRAFFIC,TURNED_ON,False,"4, 1","{'type': 'Point', 'coordinates': [-97.686158, 30.332819]}"
943,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.750626, 30.247025]}"
950,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.764336, 30.243938]}"
1177,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.623441, 30.146154]}"
1085,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.755145, 30.249475]}"
621,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.699554, 30.338856]}"
715,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.705071, 30.344025]}"
725,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.648216, 30.300238]}"
325,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.746964, 30.267183]}"
559,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.708878, 30.297857]}"
975,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.741203, 30.279469]}"
1010,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.742149, 30.265835]}"
697,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.716873, 30.360378]}"
838,TRAFFIC,TURNED_ON,True,6,"{'type': 'Point', 'coordinates': [-97.734291, 30.4464]}"
906,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.823113, 30.458035]}"
1043,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.857466, 30.201783]}"
4154,PHB,READY FOR CONSTRUCTION,False,7,"{'type': 'Point', 'coordinates': [-97.682895, 30.389371]}"
635,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.664047, 30.285421]}"
755,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.667282, 30.329987]}"
765,TRAFFIC,TURNED_ON,False,"5, 2","{'type': 'Point', 'coordinates': [-97.784981, 30.167032]}"
495,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.697899, 30.382713]}"
800,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.654752, 30.329023]}"
328,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.743866, 30.26524]}"
81,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.737526, 30.345385]}"
95,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.740845, 30.361021]}"
4061,PHB,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.769063, 30.152897]}"
1052,TRAFFIC,TURNED_ON,True,6,"{'type': 'Point', 'coordinates': [-97.752029, 30.503386]}"
1135,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.643534, 30.428704]}"
1193,TRAFFIC,CONSTRUCTION,False,8,"{'type': 'Point', 'coordinates': [-97.858588, 30.193128]}"
1194,TRAFFIC,DESIGN,False,0,"{'type': 'Point', 'coordinates': [-97.707258, 30.154259]}"
927,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.673171, 30.324862]}"
941,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.755455, 30.374355]}"
1029,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.698158, 30.363686]}"
1042,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.734611, 30.260589]}"
1121,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.626028, 30.29426]}"
632,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.749703, 30.39419]}"
664,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.66906, 30.308987]}"
669,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.752121, 30.394476]}"
477,TRAFFIC,TURNED_ON,True,4,"{'type': 'Point', 'coordinates': [-97.687683, 30.37954]}"
65,TRAFFIC,TURNED_ON,False,"1, 9","{'type': 'Point', 'coordinates': [-97.729134, 30.28833]}"
681,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.878426, 30.2006]}"
430,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.770485, 30.277218]}"
347,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.714279, 30.407375]}"
349,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.707726, 30.400578]}"
469,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.686371, 30.381935]}"
795,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.822746, 30.22588]}"
499,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.709137, 30.201206]}"
535,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.679169, 30.401785]}"
539,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.695519, 30.410704]}"
366,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.712784, 30.252989]}"
369,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.732605, 30.259886]}"
378,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.746429, 30.442356]}"
386,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.740425, 30.233595]}"
387,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.608473, 30.378022]}"
44,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.742813, 30.295429]}"
1183,TRAFFIC,CONSTRUCTION,False,1,"{'type': 'Point', 'coordinates': [-97.640888, 30.297582]}"
47,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.739647, 30.300341]}"
51,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.721237, 30.279806]}"
79,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.734337, 30.350573]}"
146,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.757675, 30.244465]}"
147,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.748001, 30.264366]}"
852,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.795288, 30.352457]}"
860,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.683281, 30.209925]}"
863,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.613174, 30.368521]}"
934,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.749512, 30.249991]}"
704,TRAFFIC,TURNED_ON,False,"5, 8","{'type': 'Point', 'coordinates': [-97.845215, 30.190764]}"
707,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.796272, 30.465315]}"
422,TRAFFIC,TURNED_ON,False,"5, 8","{'type': 'Point', 'coordinates': [-97.834938, 30.207012]}"
428,TRAFFIC,TURNED_ON,True,8,"{'type': 'Point', 'coordinates': [-97.837349, 30.203093]}"
639,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.712532, 30.348351]}"
640,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.712425, 30.347004]}"
18,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.744186, 30.282381]}"
278,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.745857, 30.263762]}"
512,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.691994, 30.341509]}"
228,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.749939, 30.248924]}"
997,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.797707, 30.44696]}"
998,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.773415, 30.441448]}"
173,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.712952, 30.320946]}"
4127,PHB,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.793491, 30.447904]}"
862,TRAFFIC,TURNED_ON,False,"5, 8","{'type': 'Point', 'coordinates': [-97.838738, 30.200851]}"
882,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.804009, 30.247728]}"
801,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.659401, 30.328466]}"
572,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.631714, 30.376001]}"
110,TRAFFIC,TURNED_ON,True,"10, 9","{'type': 'Point', 'coordinates': [-97.752075, 30.283602]}"
141,TRAFFIC,TURNED_ON,True,"3, 9","{'type': 'Point', 'coordinates': [-97.751305, 30.245146]}"
175,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.750969, 30.246094]}"
959,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.744812, 30.266569]}"
972,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.743706, 30.276011]}"
1110,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.690212, 30.242779]}"
1076,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.621757, 30.300922]}"
668,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.665009, 30.313078]}"
758,TRAFFIC,TURNED_ON,False,"4, 1","{'type': 'Point', 'coordinates': [-97.670769, 30.308533]}"
763,TRAFFIC,TURNED_ON,True,6,"{'type': 'Point', 'coordinates': [-97.783051, 30.428312]}"
489,TRAFFIC,TURNED_ON,False,"4, 1","{'type': 'Point', 'coordinates': [-97.681313, 30.304554]}"
189,TRAFFIC,TURNED_ON,True,5,"{'type': 'Point', 'coordinates': [-97.789406, 30.228258]}"
201,TRAFFIC,TURNED_ON,True,1,"{'type': 'Point', 'coordinates': [-97.714287, 30.280956]}"
4106,PHB,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.645589, 30.299021]}"
1050,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.73946, 30.281042]}"
974,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.741539, 30.278563]}"
435,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.676682, 30.426794]}"
748,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.771866, 30.277687]}"
485,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.684998, 30.384495]}"
338,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.648628, 30.409546]}"
11,TRAFFIC,TURNED_ON,True,"4, 7","{'type': 'Point', 'coordinates': [-97.717842, 30.339407]}"
12,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.729485, 30.329882]}"
39,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.741737, 30.285893]}"
125,TRAFFIC,TURNED_ON,True,5,"{'type': 'Point', 'coordinates': [-97.781395, 30.244257]}"
1118,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.633378, 30.399121]}"
1131,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.62032, 30.388278]}"
1132,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.616371, 30.386429]}"
4101,PHB,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.694686, 30.361847]}"
954,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.758171, 30.271654]}"
315,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.741837, 30.266756]}"
316,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.74073, 30.266438]}"
187,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.753174, 30.269737]}"
412,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.770897, 30.190662]}"
597,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.687492, 30.357906]}"
946,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.836968, 30.220665]}"
4148,PHB,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.831107, 30.17623]}"
637,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.682625, 30.285862]}"
444,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.749168, 30.3346]}"
119,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.754601, 30.27029]}"
4157,PHB,DESIGN,False,7,"{'type': 'Point', 'coordinates': [-97.681335, 30.393199]}"
1166,TRAFFIC,PENDING_TAKEOVER,False,,"{'type': 'Point', 'coordinates': [-97.823474, 30.224729]}"
472,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.748734, 30.265595]}"
508,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.747116, 30.223023]}"
157,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.693619, 30.259314]}"
