signal_id,signal_type,signal_status,leading_pedestrian_interval,council_district,location
164,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.703949, 30.282572]}"
936,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.719925, 30.314209]}"
205,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.764221, 30.275768]}"
747,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.827148, 30.173983]}"
306,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.739334, 30.267069]}"
908,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.816017, 30.462158]}"
479,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.710114, 30.362204]}"
1015,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.716759, 30.254398]}"
1018,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.757907, 30.262954]}"
1099,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.736792, 30.264362]}"
1150,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.735723, 30.264033]}"
208,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.762642, 30.274826]}"
841,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.719032, 30.269701]}"
1109,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.690212, 30.242779]}"
1056,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.650832, 30.388348]}"
4016,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.71151, 30.260595]}"
610,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.694588, 30.367361]}"
1101,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.633116, 30.414013]}"
1107,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.750216, 30.264984]}"
780,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.666176, 30.441168]}"
288,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.745873, 30.266876]}"
379,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.73877, 30.249842]}"
398,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.773041, 30.191372]}"
96,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.732475, 30.356894]}"
825,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.764618, 30.475994]}"
952,TRAFFIC,TURNED_ON,False,"4, 1","{'type': 'Point', 'coordinates': [-97.678337, 30.343981]}"
612,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.83329, 30.240116]}"
530,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.830254, 30.240084]}"
595,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.703705, 30.332579]}"
4121,PHB,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.884672, 30.203302]}"
1094,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.841429, 30.243793]}"
1169,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.748066, 30.267461]}"
643,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.862778, 30.198731]}"
757,TRAFFIC,TURNED_ON,True,8,"{'type': 'Point', 'coordinates': [-97.889267, 30.208704]}"
34,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.741966, 30.296696]}"
46,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.742104, 30.296503]}"
4009,PHB,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.783738, 30.295114]}"
4014,PHB,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.783674, 30.294267]}"
1178,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.759144, 30.334777]}"
213,TRAFFIC,TURNED_ON,True,"10, 9","{'type': 'Point', 'coordinates': [-97.761864, 30.284676]}"
26,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.73571, 30.279976]}"
4111,PHB,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.74215, 30.417524]}"
999,TRAFFIC,TURNED_ON,True,6,"{'type': 'Point', 'coordinates': [-97.804016, 30.447165]}"
421,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.864548, 30.229994]}"
731,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.747307, 30.266226]}"
1077,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.708788, 30.251696]}"
750,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.776772, 30.283213]}"
4040,PHB,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.77121, 30.248083]}"
356,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.72654, 30.263069]}"
615,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.726479, 30.372885]}"
679,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.88488, 30.193987]}"
406,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.766876, 30.218205]}"
410,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.777123, 30.197027]}"
211,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.76461, 30.286291]}"
440,TRAFFIC,TURNED_ON,True,10,"{'type': 'Point', 'coordinates': [-97.75705, 30.33742]}"
153,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.747673, 30.265287]}"
237,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.760994, 30.292595]}"
4050,PHB,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.884765, 30.380762]}"
4081,PHB,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.89509, 30.370918]}"
814,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.753937, 30.203291]}"
239,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.719551, 30.238802]}"
914,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.884857, 30.377523]}"
450,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.741921, 30.367931]}"
462,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.721809, 30.391165]}"
929,TRAFFIC,TURNED_ON,True,"1, 9","{'type': 'Point', 'coordinates': [-97.721809, 30.284424]}"
474,TRAFFIC,TURNED_ON,True,4,"{'type': 'Point', 'coordinates': [-97.700111, 30.357647]}"
782,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.87455, 30.191059]}"
334,TRAFFIC,TURNED_ON,False,"1, 9","{'type': 'Point', 'coordinates': [-97.734299, 30.267725]}"
335,TRAFFIC,TURNED_ON,False,"1, 3, 9","{'type': 'Point', 'coordinates': [-97.734665, 30.266821]}"
341,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.732475, 30.270329]}"
550,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.703438, 30.224932]}"
350,TRAFFIC,TURNED_ON,False,"1, 3","{'type': 'Point', 'coordinates': [-97.72908, 30.265019]}"
1090,TRAFFIC,TURNED_ON,False,"7, 1","{'type': 'Point', 'coordinates': [-97.644412, 30.394696]}"
1091,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.645708, 30.392456]}"
358,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.665825, 30.421793]}"
400,TRAFFIC,TURNED_ON,False,"5, 2","{'type': 'Point', 'coordinates': [-97.798767, 30.200392]}"
116,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.751396, 30.276897]}"
4010,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.706307, 30.230108]}"
152,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.738792, 30.261782]}"
169,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.715981, 30.303625]}"
177,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.742859, 30.263947]}"
178,TRAFFIC,TURNED_ON,True,"4, 7","{'type': 'Point', 'coordinates': [-97.728081, 30.323225]}"
4124,PHB,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.641294, 30.310522]}"
859,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.676468, 30.338112]}"
880,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.749001, 30.210959]}"
885,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.833305, 30.157124]}"
924,TRAFFIC,TURNED_ON,True,8,"{'type': 'Point', 'coordinates': [-97.877579, 30.207516]}"
957,TRAFFIC,TURNED_ON,False,"4, 9","{'type': 'Point', 'coordinates': [-97.6894, 30.299679]}"
963,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.615196, 30.178305]}"
1013,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.733902, 30.275349]}"
1122,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.741457, 30.264563]}"
1151,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.630756, 30.321897]}"
4001,PHB,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.734192, 30.31604]}"
4021,PHB,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.768127, 30.266005]}"
1098,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.721103, 30.201648]}"
1180,TRAFFIC,READY FOR CONSTRUCTION,False,0,"{'type': 'Point', 'coordinates': [-97.766006, 30.145516]}"
413,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.770111, 30.190245]}"
293,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.74247, 30.268967]}"
506,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.751259, 30.215517]}"
231,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.756363, 30.235508]}"
274,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.743057, 30.271244]}"
537,TRAFFIC,TURNED_ON,False,"7, 1","{'type': 'Point', 'coordinates': [-97.67395, 30.407864]}"
380,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.735771, 30.248034]}"
1156,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.76165, 30.227178]}"
1187,TRAFFIC,READY FOR DESIGN,False,2,"{'type': 'Point', 'coordinates': [-97.764775, 30.151748]}"
951,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.755386, 30.272099]}"
519,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.678223, 30.407852]}"
4150,PHB,DESIGN,False,"4, 1","{'type': 'Point', 'coordinates': [-97.684803, 30.334996]}"
4033,PHB,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.746117, 30.300432]}"
654,TRAFFIC,TURNED_ON,False,"4, 1","{'type': 'Point', 'coordinates': [-97.694946, 30.321856]}"
743,TRAFFIC,TURNED_ON,True,6,"{'type': 'Point', 'coordinates': [-97.77269, 30.433306]}"
76,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.736771, 30.280294]}"
108,TRAFFIC,TURNED_ON,True,"10, 9","{'type': 'Point', 'coordinates': [-97.75277, 30.288534]}"
115,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.770881, 30.267171]}"
118,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.753967, 30.271538]}"
471,TRAFFIC,TURNED_ON,True,"4, 7","{'type': 'Point', 'coordinates': [-97.714966, 30.343973]}"
779,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.72583, 30.163218]}"
672,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.801956, 30.480049]}"
556,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.698387, 30.191999]}"
4068,PHB,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.784897, 30.42514]}"
607,TRAFFIC,TURNED_ON,False,"10, 6","{'type': 'Point', 'coordinates': [-97.759049, 30.42947]}"
613,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.701538, 30.315813]}"
687,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.75946, 30.428883]}"
699,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.74733, 30.418999]}"
706,TRAFFIC,TURNED_ON,True,8,"{'type': 'Point', 'coordinates': [-97.86483, 30.234057]}"
616,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.745468, 30.213259]}"
630,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.843624, 30.244806]}"
674,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.752777, 30.455952]}"
701,TRAFFIC,TURNED_ON,False,"5, 2","{'type': 'Point', 'coordinates': [-97.805878, 30.174032]}"
722,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.770149, 30.434086]}"
425,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.785675, 30.200544]}"
724,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.770851, 30.434437]}"
216,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.747284, 30.279146]}"
234,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.755707, 30.260344]}"
752,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.768257, 30.2967]}"
776,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.767098, 30.481691]}"
488,TRAFFIC,TURNED_ON,False,"1, 9","{'type': 'Point', 'coordinates': [-97.69854, 30.289087]}"
803,TRAFFIC,TURNED_ON,False,"10, 7","{'type': 'Point', 'coordinates': [-97.744713, 30.407858]}"
804,TRAFFIC,TURNED_ON,False,"10, 7","{'type': 'Point', 'coordinates': [-97.745552, 30.407938]}"
490,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.667152, 30.310062]}"
809,TRAFFIC,TURNED_ON,False,"10, 7","{'type': 'Point', 'coordinates': [-97.745499, 30.400358]}"
796,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.667763, 30.440731]}"
810,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.745987, 30.394079]}"
502,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.69987, 30.3023]}"
532,TRAFFIC,TURNED_ON,True,8,"{'type': 'Point', 'coordinates': [-97.856888, 30.189102]}"
337,TRAFFIC,TURNED_ON,True,3,"{'type': 'Point', 'coordinates': [-97.712631, 30.229511]}"
558,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.830002, 30.164137]}"
569,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.709175, 30.306746]}"
579,TRAFFIC,TURNED_ON,False,"10, 7","{'type': 'Point', 'coordinates': [-97.753479, 30.320568]}"
601,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.790031, 30.448893]}"
585,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.707489, 30.305956]}"
603,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.793556, 30.461414]}"
9,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.718872, 30.337629]}"
604,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.794586, 30.461142]}"
2,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.732246, 30.316647]}"
19,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.68837, 30.415146]}"
30,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.747833, 30.288162]}"
45,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.743919, 30.295921]}"
69,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.719612, 30.304853]}"
106,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.748474, 30.298136]}"
27,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.734512, 30.279638]}"
121,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.758522, 30.260862]}"
129,TRAFFIC,TURNED_ON,True,"5, 9","{'type': 'Point', 'coordinates': [-97.761467, 30.261982]}"
75,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.891597, 30.229516]}"
143,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.753517, 30.23876]}"
659,TRAFFIC,REMOVED_PERMANENTLY,False,9,"{'type': 'Point', 'coordinates': [-97.711304, 30.310158]}"
155,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.744194, 30.26432]}"
186,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.781662, 30.242613]}"
4093,PHB,REMOVED_PERMANENTLY,False,6,"{'type': 'Point', 'coordinates': [-97.75206, 30.496051]}"
193,TRAFFIC,TURNED_ON,True,5,"{'type': 'Point', 'coordinates': [-97.804848, 30.20858]}"
4109,PHB,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.695149, 30.328583]}"
4117,PHB,CONSTRUCTION,False,4,"{'type': 'Point', 'coordinates': [-97.713697, 30.316871]}"
667,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.726288, 30.373507]}"
4057,PHB,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.782958, 30.238391]}"
823,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.743912, 30.219627]}"
848,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.78566, 30.371674]}"
861,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.805458, 30.37719]}"
893,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.775665, 30.498076]}"
907,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.810623, 30.46389]}"
966,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.73474, 30.33239]}"
969,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.805733, 30.477882]}"
982,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.723053, 30.289063]}"
858,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.744301, 30.389793]}"
872,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.682571, 30.422298]}"
683,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.795647, 30.23427]}"
1064,TRAFFIC,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.754493, 30.318915]}"
685,TRAFFIC,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.795998, 30.234592]}"
1078,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.73252, 30.313028]}"
1081,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.7191, 30.3905]}"
1082,TRAFFIC,TURNED_ON,True,7,"{'type': 'Point', 'coordinates': [-97.7228, 30.3883]}"
897,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.797691, 30.468823]}"
985,TRAFFIC,TURNED_ON,False,"1, 9","{'type': 'Point', 'coordinates': [-97.718188, 30.284456]}"
1096,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.830157, 30.449501]}"
4008,PHB,TURNED_ON,False,10,"{'type': 'Point', 'coordinates': [-97.774177, 30.279402]}"
4034,PHB,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.701497, 30.22801]}"
407,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.767304, 30.21748]}"
409,TRAFFIC,TURNED_ON,False,"2, 3","{'type': 'Point', 'coordinates': [-97.77479, 30.204942]}"
1065,TRAFFIC,REMOVED_TEMPORARILY,False,7,"{'type': 'Point', 'coordinates': [-97.665649, 30.456168]}"
682,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.749626, 30.44113]}"
225,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.734848, 30.275618]}"
733,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.88887, 30.262125]}"
590,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.706085, 30.322704]}"
4,TRAFFIC,TURNED_ON,True,"7, 9","{'type': 'Point', 'coordinates': [-97.729393, 30.321089]}"
1083,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.693494, 30.220241]}"
454,TRAFFIC,REMOVED_PERMANENTLY,False,,"{'type': 'Point', 'coordinates': [-97.605902, 30.40315]}"
762,TRAFFIC,REMOVED_PERMANENTLY,False,"5, 8","{'type': 'Point', 'coordinates': [-97.842979, 30.19429]}"
768,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.737701, 30.25745]}"
788,TRAFFIC,TURNED_ON,False,8,"{'type': 'Point', 'coordinates': [-97.866875, 30.200995]}"
666,TRAFFIC,TURNED_ON,False,"7, 6","{'type': 'Point', 'coordinates': [-97.725586, 30.449053]}"
586,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.725136, 30.279104]}"
77,TRAFFIC,TURNED_ON,False,"4, 7","{'type': 'Point', 'coordinates': [-97.72934, 30.361847]}"
4118,PHB,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.790457, 30.190077]}"
498,TRAFFIC,REMOVED_PERMANENTLY,False,3,"{'type': 'Point', 'coordinates': [-97.688217, 30.239801]}"
4140,PHB,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.826793, 30.212174]}"
4141,PHB,TURNED_ON,False,5,"{'type': 'Point', 'coordinates': [-97.822657, 30.210359]}"
864,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.620201, 30.174069]}"
500,TRAFFIC,REMOVED_PERMANENTLY,False,3,"{'type': 'Point', 'coordinates': [-97.686272, 30.23653]}"
1144,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.701166, 30.223968]}"
797,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.669327, 30.44026]}"
799,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.771332, 30.487953]}"
510,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.71254, 30.211979]}"
986,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.715981, 30.274361]}"
41,TRAFFIC,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.741356, 30.289814]}"
336,TRAFFIC,TURNED_ON,False,"3, 9","{'type': 'Point', 'coordinates': [-97.735001, 30.265881]}"
4006,PHB,TURNED_ON,False,9,"{'type': 'Point', 'coordinates': [-97.73526, 30.268026]}"
345,TRAFFIC,TURNED_ON,False,"1, 3","{'type': 'Point', 'coordinates': [-97.733856, 30.266571]}"
566,TRAFFIC,REMOVED_PERMANENTLY,False,,"{'type': 'Point', 'coordinates': [-97.847626, 30.472246]}"
584,TRAFFIC,TURNED_ON,False,2,"{'type': 'Point', 'coordinates': [-97.733582, 30.214665]}"
397,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.79361, 30.199259]}"
628,TRAFFIC,TURNED_ON,False,1,"{'type': 'Point', 'coordinates': [-97.661309, 30.302672]}"
649,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.692505, 30.314095]}"
414,TRAFFIC,TURNED_ON,True,2,"{'type': 'Point', 'coordinates': [-97.767891, 30.189196]}"
728,TRAFFIC,TURNED_ON,False,4,"{'type': 'Point', 'coordinates': [-97.719727, 30.375181]}"
437,TRAFFIC,TURNED_ON,False,,"{'type': 'Point', 'coordinates': [-97.677193, 30.434973]}"
760,TRAFFIC,TURNED_ON,True,5,"{'type': 'Point', 'coordinates': [-97.814385, 30.173882]}"
501,TRAFFIC,TURNED_ON,False,"2, 3","{'type': 'Point', 'coordinates': [-97.69118, 30.21883]}"
503,TRAFFIC,TURNED_ON,False,"2, 3","{'type': 'Point', 'coordinates': [-97.744003, 30.216604]}"
298,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.750588, 30.270296]}"
517,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.703583, 30.419977]}"
311,TRAFFIC,TURNED_ON,True,"1, 3","{'type': 'Point', 'coordinates': [-97.709038, 30.265387]}"
320,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.7435, 30.266209]}"
321,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.746635, 30.268093]}"
551,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.69957, 30.231056]}"
365,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.72068, 30.255787]}"
576,TRAFFIC,TURNED_ON,False,7,"{'type': 'Point', 'coordinates': [-97.744965, 30.325602]}"
390,TRAFFIC,TURNED_ON,False,3,"{'type': 'Point', 'coordinates': [-97.727036, 30.24024]}"
395,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.79393, 30.475256]}"
602,TRAFFIC,TURNED_ON,False,6,"{'type': 'Point', 'coordinates': [-97.790947, 30.448647]}"
42,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.74128, 30.29047]}"
120,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.757103, 30.264525]}"
150,TRAFFIC,TURNED_ON,True,9,"{'type': 'Point', 'coordinates': [-97.742104, 30.262692]}"
